callsign,de_pfx,de_cont,freq,band,dx,dx_pfx,dx_cont,mode,db,date,speed,tx_mode
K7CO,K,NA,7013.5,40m,EF8R,EA8,AF,CQ,20,2025-11-29 00:00:07,37,CW
RK3TD-2,UA,EU,7045.7,40m,IB9T,IT9,EU,CQ,6,2025-11-29 00:00:08,33,CW
RK3TD-2,UA,EU,7006.3,40m,EA5O,EA,EU,CQ,6,2025-11-29 00:00:08,40,CW
RK3TD-2,UA,EU,7014.7,40m,II1X,I,EU,CQ,6,2025-11-29 00:00:08,36,CW
W1NT-6,K,NA,7066,40m,YU5R,YU,EU,CQ,19,2025-11-29 00:00:08,34,CW
PA5KT-4,PA,EU,7021.7,40m,N3RD,K,NA,CQ,21,2025-11-29 00:00:08,29,CW
PA5KT-4,PA,EU,7025.1,40m,DR7X,DL,EU,CQ,18,2025-11-29 00:00:08,32,CW
PA5KT-4,PA,EU,7027,40m,DK9PY,DL,EU,CQ,23,2025-11-29 00:00:08,30,CW
TK0C-5,TK,EU,7014.9,40m,YT9X,YU,EU,CQ,21,2025-11-29 00:00:08,35,CW
TK0C-5,TK,EU,7021.7,40m,N3RD,K,NA,CQ,49,2025-11-29 00:00:08,29,CW
TK0C-5,TK,EU,7004.5,40m,WY3A,K,NA,CQ,40,2025-11-29 00:00:08,32,CW
KM3T-1,K,NA,7034.7,40m,KP2M,KP2,NA,CQ,24,2025-11-29 00:00:08,38,CW
KM3T-1,K,NA,7019,40m,RM4F,UA,EU,CQ,7,2025-11-29 00:00:08,32,CW
YO2CK,YO,EU,7034.7,40m,KP2M,KP2,NA,CQ,21,2025-11-29 00:00:08,38,CW
YO2CK,YO,EU,7018.2,40m,RC6U,UA,EU,CQ,36,2025-11-29 00:00:08,37,CW
YO2CK,YO,EU,7045.7,40m,IB9T,IT9,EU,CQ,18,2025-11-29 00:00:08,32,CW
SM7IUN,SM,EU,7015.5,40m,IO4M,I,EU,CQ,21,2025-11-29 00:00:08,37,CW
AA0O,K,NA,7034.8,40m,KP2M,KP2,NA,CQ,22,2025-11-29 00:00:08,35,CW
AA0O,K,NA,7049.4,40m,N3RS,K,NA,CQ,16,2025-11-29 00:00:08,33,CW
AA0O,K,NA,7025.1,40m,DR7X,DL,EU,CQ,11,2025-11-29 00:00:08,32,CW
WS3W,K,NA,7004.5,40m,WY3A,K,NA,CQ,21,2025-11-29 00:00:08,33,CW
WS2C,K,NA,7014.8,40m,II1X,I,EU,CQ,30,2025-11-29 00:00:08,37,CW
WS2C,K,NA,7004.6,40m,WY3A,K,NA,CQ,24,2025-11-29 00:00:08,34,CW
WS2C,K,NA,7009.6,40m,IO3F,I,EU,CQ,15,2025-11-29 00:00:08,31,CW
WV4P,K,NA,7014.7,40m,II1X,I,EU,CQ,20,2025-11-29 00:00:09,37,CW
WV4P,K,NA,7032,40m,9A2L,9A,EU,CQ,15,2025-11-29 00:00:09,31,CW
WV4P,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,20,2025-11-29 00:00:09,31,CW
WC8GOP,K,NA,7027.4,40m,VE3OMV,VE,NA,CQ,17,2025-11-29 00:00:09,27,CW
VU2TUM,VU,AS,7014.7,40m,II1X,I,EU,CQ,19,2025-11-29 00:00:09,36,CW
VU2TUM,VU,AS,7009.5,40m,IO3F,I,EU,CQ,10,2025-11-29 00:00:09,30,CW
DE1LON,DL,EU,7056.5,40m,UP4L,UN,AS,CQ,8,2025-11-29 00:00:09,29,CW
OK1HRA,OK,EU,7025.5,40m,KC1WZQ,K,NA,CQ,6,2025-11-29 00:00:09,30,CW
NU4F,K,NA,7014.7,40m,II1X,I,EU,CQ,30,2025-11-29 00:00:09,35,CW
NU4F,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,22,2025-11-29 00:00:09,33,CW
NU4F,K,NA,7022.5,40m,OK1Z,OK,EU,CQ,26,2025-11-29 00:00:09,31,CW
NU4F,K,NA,7009.5,40m,IO3F,I,EU,CQ,22,2025-11-29 00:00:09,31,CW
DL9GTB,DL,EU,7045.7,40m,IB9T,IT9,EU,CQ,39,2025-11-29 00:00:09,32,CW
DL9GTB,DL,EU,7024.8,40m,DP9A,DL,EU,CQ,22,2025-11-29 00:00:09,33,CW
IK3STG,I,EU,7022.5,40m,OK1Z,OK,EU,CQ,21,2025-11-29 00:00:09,34,CW
IK3STG,I,EU,7026.5,40m,UT5EL,UR,EU,CQ,17,2025-11-29 00:00:09,25,CW
LZ3CB,LZ,EU,7045.7,40m,IB9T,IT9,EU,CQ,29,2025-11-29 00:00:09,32,CW
LZ3CB,LZ,EU,7047.9,40m,K1BX,K,NA,CQ,6,2025-11-29 00:00:09,31,CW
LZ3CB,LZ,EU,7019,40m,RM4F,UA,EU,CQ,18,2025-11-29 00:00:09,34,CW
WE9V,K,NA,7014.7,40m,II1X,I,EU,CQ,23,2025-11-29 00:00:09,36,CW
WE9V,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,20,2025-11-29 00:00:09,32,CW
K3LR,K,NA,7031.6,40m,LZ9W,LZ,EU,CQ,34,2025-11-29 00:00:09,29,CW
HB9BXE,HB,EU,7010.5,40m,BG8SRK,BY,AS,CQ,13,2025-11-29 00:00:09,25,CW
PE5TT,PA,EU,7033.1,40m,RL3A,UA,EU,CQ,12,2025-11-29 00:00:09,37,CW
ON6ZQ,ON,EU,7050.9,40m,N4HB,K,NA,CQ,9,2025-11-29 00:00:09,26,CW
DF2CK,DL,EU,7026.5,40m,UT5ELK,UR,EU,CQ,14,2025-11-29 00:00:09,25,CW
DF2CK,DL,EU,7038.7,40m,NN3NT,K,NA,CQ,21,2025-11-29 00:00:09,27,CW
W3OA,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,14,2025-11-29 00:00:10,32,CW
W3OA,K,NA,7007.9,40m,K0RF,K,NA,CQ,18,2025-11-29 00:00:10,30,CW
M1GEO,G,EU,7066,40m,YU5R,YU,EU,CQ,18,2025-11-29 00:00:10,34,CW
W2NNN,K,NA,7024.8,40m,DP9A,DL,EU,CQ,16,2025-11-29 00:00:10,33,CW
W2NNN,K,NA,7049.4,40m,N3RS,K,NA,CQ,24,2025-11-29 00:00:10,32,CW
W2NNN,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,14,2025-11-29 00:00:10,31,CW
W2NNN,K,NA,7007.9,40m,K0RF,K,NA,CQ,27,2025-11-29 00:00:10,31,CW
3V/KF5EYY,3V,AF,7004.5,40m,WY3A,K,NA,CQ,23,2025-11-29 00:00:10,32,CW
3V/KF5EYY,3V,AF,7007.8,40m,K0RF,K,NA,CQ,18,2025-11-29 00:00:10,31,CW
ES5PC,ES,EU,7066,40m,YU5R,YU,EU,CQ,20,2025-11-29 00:00:10,34,CW
KM3T-5,K,NA,7036.5,40m,IB9R,IT9,EU,CQ,25,2025-11-29 00:00:10,16,CW
KM3T-5,K,NA,7009.5,40m,IO3F,I,EU,CQ,26,2025-11-29 00:00:10,31,CW
KM3T-5,K,NA,7007.9,40m,K0RF,K,NA,CQ,32,2025-11-29 00:00:10,31,CW
KM3T-5,K,NA,7018.2,40m,RC6U,UA,EU,CQ,24,2025-11-29 00:00:10,39,CW
K9IMM,K,NA,7007.9,40m,K0RF,K,NA,CQ,46,2025-11-29 00:00:10,29,CW
K9IMM,K,NA,7055.7,40m,CQ9A,CT3,AF,CQ,17,2025-11-29 00:00:10,39,CW
N8DXE,K,NA,7047.9,40m,K1BX,K,NA,CQ,45,2025-11-29 00:00:10,29,CW
N8DXE,K,NA,7066,40m,YU5R,YU,EU,CQ,15,2025-11-29 00:00:10,34,CW
N8DXE,K,NA,7009.5,40m,IO3F,I,EU,CQ,32,2025-11-29 00:00:10,31,CW
N8DXE,K,NA,7007.9,40m,K0RF,K,NA,CQ,38,2025-11-29 00:00:10,30,CW
N8DXE,K,NA,7030.6,40m,E7DX,E7,EU,CQ,46,2025-11-29 00:00:10,39,CW
W3RGA,K,NA,7000.1,40m,ND3T,K,NA,CQ,30,2025-11-29 00:00:10,34,CW
W3RGA,K,NA,7002,40m,AA4NC,K,NA,CQ,44,2025-11-29 00:00:10,38,CW
W3RGA,K,NA,7004.5,40m,WY3A,K,NA,CQ,30,2025-11-29 00:00:10,35,CW
W3RGA,K,NA,7014,40m,IS0AFM,IS,EU,CQ,22,2025-11-29 00:00:10,32,CW
W3RGA,K,NA,7009.5,40m,IO3F,I,EU,CQ,19,2025-11-29 00:00:10,31,CW
W3RGA,K,NA,7007.9,40m,K0RF,K,NA,CQ,30,2025-11-29 00:00:10,29,CW
EA2CW,EA,EU,7013.5,40m,EF8R,EA8,AF,CQ,8,2025-11-29 00:00:10,37,CW
EA2CW,EA,EU,7033.5,40m,K9RS,K,NA,CQ,10,2025-11-29 00:00:10,30,CW
IK7YTT,I,EU,7045.7,40m,IB9T,IT9,EU,CQ,8,2025-11-29 00:00:10,32,CW
KM3T-2,K,NA,7009.5,40m,IO3F,I,EU,CQ,12,2025-11-29 00:00:11,31,CW
KM3T-2,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,16,2025-11-29 00:00:11,33,CW
KM3T-2,K,NA,7007.8,40m,K0RF,K,NA,CQ,18,2025-11-29 00:00:11,30,CW
G0KTN,G,EU,7066,40m,YU5R,YU,EU,CQ,16,2025-11-29 00:00:11,33,CW
G0KTN,G,EU,7009.5,40m,IO3F,I,EU,CQ,19,2025-11-29 00:00:11,31,CW
G0KTN,G,EU,7018.2,40m,RC6U,UA,EU,CQ,43,2025-11-29 00:00:11,39,CW
KD2OGR,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,14,2025-11-29 00:00:11,32,CW
KD2OGR,K,NA,7007.9,40m,K0RF,K,NA,CQ,19,2025-11-29 00:00:11,30,CW
DK9IP-1,DL,EU,7056.5,40m,UP4L,UN,AS,CQ,15,2025-11-29 00:00:11,30,CW
F4GOU,F,EU,7004.5,40m,WY3A,K,NA,CQ,20,2025-11-29 00:00:11,34,CW
F4GOU,F,EU,7056.5,40m,UP4L,UN,AS,CQ,19,2025-11-29 00:00:11,31,CW
F4GOU,F,EU,7045.7,40m,IB9T,IT9,EU,CQ,18,2025-11-29 00:00:11,32,CW
F4GOU,F,EU,7007.9,40m,K0RF,K,NA,CQ,20,2025-11-29 00:00:11,30,CW
G4ZFE,G,EU,7055.7,40m,CQ9A,CT3,AF,CQ,19,2025-11-29 00:00:11,36,CW
G4ZFE,G,EU,7017.1,40m,HA3OU,HA,EU,CQ,23,2025-11-29 00:00:11,36,CW
W8WWV,K,NA,7004.5,40m,WY3A,K,NA,CQ,36,2025-11-29 00:00:11,30,CW
W8WWV,K,NA,7045.6,40m,IB9T,IT9,EU,CQ,15,2025-11-29 00:00:11,31,CW
W8WWV,K,NA,7022.5,40m,OK1Z,OK,EU,CQ,20,2025-11-29 00:00:11,35,CW
W8WWV,K,NA,7027,40m,DK9PY,DL,EU,CQ,28,2025-11-29 00:00:11,33,CW
W8WWV,K,NA,7007.8,40m,K0RF,K,NA,CQ,37,2025-11-29 00:00:11,31,CW
W8WWV,K,NA,7030.6,40m,E7DX,E7,EU,CQ,25,2025-11-29 00:00:11,38,CW
K5TR,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,18,2025-11-29 00:00:11,32,CW
K5TR,K,NA,7022.5,40m,OK1Z,OK,EU,CQ,21,2025-11-29 00:00:11,35,CW
K5TR,K,NA,7032,40m,9A2L,9A,EU,CQ,13,2025-11-29 00:00:11,31,CW
VE6WZ-3,VE,NA,7005,40m,KB3WD,K,NA,CQ,6,2025-11-29 00:00:11,34,CW
VE6WZ-3,VE,NA,7007.8,40m,K0RF,K,NA,CQ,17,2025-11-29 00:00:11,30,CW
SP5GQ,SP,EU,7045.7,40m,IB9T,IT9,EU,CQ,6,2025-11-29 00:00:11,31,CW
SP5GQ,SP,EU,7056.5,40m,UP4L,UN,AS,CQ,12,2025-11-29 00:00:11,29,CW
M9PSY,G,EU,7039.6,40m,E73B,E7,EU,CQ,5,2025-11-29 00:00:11,29,CW
YO2KAR,YO,EU,7045.7,40m,IB9T,IT9,EU,CQ,10,2025-11-29 00:00:11,31,CW
W3DAN,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,35,2025-11-29 00:00:11,31,CW
W3DAN,K,NA,7066,40m,YU5R,YU,EU,CQ,16,2025-11-29 00:00:11,33,CW
W3DAN,K,NA,7009.5,40m,IO3F,I,EU,CQ,34,2025-11-29 00:00:11,32,CW
W3DAN,K,NA,7007.9,40m,K0RF,K,NA,CQ,45,2025-11-29 00:00:11,29,CW
W3DAN,K,NA,7054.1,40m,SP4Z,SP,EU,CQ,14,2025-11-29 00:00:11,30,CW
F6KOP,F,EU,7033.3,40m,RL3A,UA,EU,CQ,41,2025-11-29 00:00:11,37,CW
AC0C-1,K,NA,7007.9,40m,K0RF,K,NA,CQ,41,2025-11-29 00:00:11,30,CW
W3LPL,K,NA,7050.4,40m,AA7K,K,NA,CQ,24,2025-11-29 00:00:11,36,CW
W3LPL,K,NA,7001.6,40m,W2FU,K,NA,CQ,14,2025-11-29 00:00:11,32,CW
W3LPL,K,NA,7007.8,40m,K0RF,K,NA,CQ,12,2025-11-29 00:00:11,31,CW
W3LPL,K,NA,7023,40m,N9NC,K,NA,CQ,23,2025-11-29 00:00:11,34,CW
K9LC,K,NA,7032,40m,9A2L,9A,EU,CQ,18,2025-11-29 00:00:11,32,CW
K9LC,K,NA,7009.5,40m,IO3F,I,EU,CQ,13,2025-11-29 00:00:11,30,CW
K9LC,K,NA,7007.9,40m,K0RF,K,NA,CQ,38,2025-11-29 00:00:11,31,CW
K9LC,K,NA,7027,40m,DK9PY,DL,EU,CQ,27,2025-11-29 00:00:11,31,CW
K9LC,K,NA,7030.6,40m,E7DX,E7,EU,CQ,22,2025-11-29 00:00:11,37,CW
K9LC,K,NA,7031,40m,HA8TA,HA,EU,CQ,10,2025-11-29 00:00:11,36,CW
K9LC,K,NA,7041.6,40m,E7KW,E7,EU,CQ,7,2025-11-29 00:00:11,38,CW
MM0GPZ,GM,EU,7066,40m,YU5R,YU,EU,CQ,16,2025-11-29 00:00:11,34,CW
MM0GPZ,GM,EU,7056.5,40m,UP4L,UN,AS,CQ,16,2025-11-29 00:00:11,30,CW
MM0GPZ,GM,EU,7009.5,40m,IO3F,I,EU,CQ,23,2025-11-29 00:00:11,31,CW
MM0GPZ,GM,EU,7009.3,40m,NR4D,K,NA,CQ,20,2025-11-29 00:00:11,37,CW
DK0TE,DL,EU,7009.5,40m,IO3F,I,EU,CQ,16,2025-11-29 00:00:11,31,CW
LZ5DI,LZ,EU,7016.5,40m,DP6A,DL,EU,CQ,29,2025-11-29 00:00:11,31,CW
LZ5DI,LZ,EU,7004.5,40m,WY3A,K,NA,CQ,9,2025-11-29 00:00:11,34,CW
VE7CC,VE,NA,7047.4,40m,K4ZW,K,NA,CQ,6,2025-11-29 00:00:11,32,CW
VE7CC,VE,NA,7047.4,40m,K4ZW,K,NA,CQ,6,2025-11-29 00:00:11,32,CW
VE7CC,VE,NA,7007.9,40m,K0RF,K,NA,CQ,15,2025-11-29 00:00:11,30,CW
VE7CC,VE,NA,7007.9,40m,K0RF,K,NA,CQ,15,2025-11-29 00:00:11,30,CW
MM0ZBH,GM,EU,7055.7,40m,CQ9A,CT3,AF,CQ,36,2025-11-29 00:00:11,38,CW
WZ7I,K,NA,7033.1,40m,RL3A,UA,EU,CQ,23,2025-11-29 00:00:12,36,CW
WZ7I,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,23,2025-11-29 00:00:12,33,CW
WZ7I,K,NA,7007.9,40m,K0RF,K,NA,CQ,37,2025-11-29 00:00:12,31,CW
HA8TKS,HA,EU,7045.7,40m,IB9T,IT9,EU,CQ,9,2025-11-29 00:00:12,32,CW
HA8TKS,HA,EU,7050.4,40m,UA7K,UA,EU,CQ,32,2025-11-29 00:00:12,37,CW
HA8TKS,HA,EU,7045.9,40m,P3CR,5B,AS,CQ,14,2025-11-29 00:00:12,35,CW
HA8TKS,HA,EU,7001.8,40m,RW4W,UA,EU,CQ,5,2025-11-29 00:00:12,35,CW
HB9DCO,HB,EU,7032.8,40m,ED1R,EA,EU,CQ,9,2025-11-29 00:00:12,34,CW
K1RA,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,21,2025-11-29 00:00:12,32,CW
K1RA,K,NA,7018.2,40m,RC6U,UA,EU,CQ,30,2025-11-29 00:00:12,39,CW
K1RA,K,NA,7007.9,40m,K0RF,K,NA,CQ,29,2025-11-29 00:00:12,29,CW
K1RA,K,NA,7004.5,40m,WY3A,K,NA,CQ,34,2025-11-29 00:00:12,33,CW
TK0C-3,TK,EU,7045.7,40m,IB9T,IT9,EU,CQ,27,2025-11-29 00:00:12,32,CW
TK0C-3,TK,EU,7024.8,40m,DP9A,DL,EU,CQ,20,2025-11-29 00:00:12,35,CW
SE5E,SM,EU,7045.7,40m,IB9T,IT9,EU,CQ,30,2025-11-29 00:00:12,32,CW
DM5GG,DL,EU,7014.9,40m,YT9X,YU,EU,CQ,13,2025-11-29 00:00:12,33,CW
DM5GG,DL,EU,7043.6,40m,K5ZD,K,NA,CQ,15,2025-11-29 00:00:12,31,CW
E28AC,HS,AS,7014.7,40m,II1X,I,EU,CQ,11,2025-11-29 00:00:12,37,CW
SZ1A,SV,EU,7045.7,40m,IB9T,IT9,EU,CQ,28,2025-11-29 00:00:12,32,CW
SZ1A,SV,EU,7066,40m,YU5R,YU,EU,CQ,13,2025-11-29 00:00:12,34,CW
SZ1A,SV,EU,7050.9,40m,N4HB,K,NA,CQ,11,2025-11-29 00:00:12,27,CW
SZ1A,SV,EU,7011.2,40m,S52AW,S5,EU,CQ,13,2025-11-29 00:00:12,36,CW
SZ1A,SV,EU,7055.7,40m,CQ9A,CT3,AF,CQ,33,2025-11-29 00:00:12,37,CW
CT1EYQ,CT,EU,7066,40m,YU5R,YU,EU,CQ,16,2025-11-29 00:00:12,34,CW
CT1EYQ,CT,EU,7027,40m,DK9PY,DL,EU,CQ,28,2025-11-29 00:00:12,33,CW
CT1EYQ,CT,EU,7009.5,40m,IO3F,I,EU,CQ,27,2025-11-29 00:00:12,31,CW
CT1EYQ,CT,EU,7055.7,40m,CQ9A,CT3,AF,CQ,18,2025-11-29 00:00:12,41,CW
CT1EYQ,CT,EU,7004.5,40m,WY3A,K,NA,CQ,22,2025-11-29 00:00:12,31,CW
CT1EYQ,CT,EU,7017.1,40m,HA3OU,HA,EU,CQ,29,2025-11-29 00:00:12,35,CW
IK4VET,I,EU,7045.7,40m,IB9T,IT9,EU,CQ,20,2025-11-29 00:00:12,32,CW
KV4TT,K,NA,7009.5,40m,IO3F,I,EU,CQ,20,2025-11-29 00:00:13,31,CW
KV4TT,K,NA,7007.9,40m,K0RF,K,NA,CQ,34,2025-11-29 00:00:13,31,CW
KV4TT,K,NA,7027,40m,DK9PY,DL,EU,CQ,31,2025-11-29 00:00:13,31,CW
KV4TT,K,NA,7012.2,40m,F4BPO,F,EU,CQ,17,2025-11-29 00:00:13,31,CW
KV4TT,K,NA,7018.2,40m,NC6U,K,NA,CQ,25,2025-11-29 00:00:13,39,CW
K4PP,K,NA,7007.9,40m,K0RF,K,NA,CQ,36,2025-11-29 00:00:13,31,CW
HG8A,HA,EU,7015.2,40m,9A4M,9A,EU,CQ,16,2025-11-29 00:00:13,38,CW
HG8A,HA,EU,7018.2,40m,RC6U,UA,EU,CQ,35,2025-11-29 00:00:13,38,CW
GX0FRE,G,EU,7066,40m,YU5R,YU,EU,CQ,11,2025-11-29 00:00:13,34,CW
GX0FRE,G,EU,7006,40m,II2Q,I,EU,CQ,15,2025-11-29 00:00:13,32,CW
GX0FRE,G,EU,7017.3,40m,S58M,S5,EU,CQ,20,2025-11-29 00:00:13,37,CW
VE6JY,VE,NA,7007.9,40m,K0RF,K,NA,CQ,39,2025-11-29 00:00:13,30,CW
LB9KJ,LA,EU,7045.7,40m,IB9T,IT9,EU,CQ,34,2025-11-29 00:00:13,32,CW
LB9KJ,LA,EU,7021,40m,EA1X,EA,EU,CQ,18,2025-11-29 00:00:13,38,CW
LB9KJ,LA,EU,7005,40m,KB3WD,K,NA,CQ,19,2025-11-29 00:00:13,34,CW
LB9KJ,LA,EU,7030.6,40m,E7DX,E7,EU,CQ,13,2025-11-29 00:00:13,38,CW
WA7LNW,K,NA,7007.9,40m,K0RF,K,NA,CQ,45,2025-11-29 00:00:13,29,CW
WA7LNW,K,NA,7055.7,40m,CQ9A,CT3,AF,CQ,26,2025-11-29 00:00:13,37,CW
NU4F-2,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,18,2025-11-29 00:00:13,32,CW
NU4F-2,K,NA,7030.6,40m,E7DX,E7,EU,CQ,24,2025-11-29 00:00:13,38,CW
NU4F-2,K,NA,7017.3,40m,S58M,S5,EU,CQ,25,2025-11-29 00:00:13,38,CW
OH4KA,OH,EU,7009.5,40m,IO3F,I,EU,CQ,7,2025-11-29 00:00:13,31,CW
LZ4UX,LZ,EU,7013.5,40m,EF8R,EA8,AF,CQ,27,2025-11-29 00:00:14,39,CW
LZ4UX,LZ,EU,7025.1,40m,DR7X,DL,EU,CQ,35,2025-11-29 00:00:14,33,CW
LZ4UX,LZ,EU,7012.2,40m,F4BPO,F,EU,CQ,36,2025-11-29 00:00:14,30,CW
OZ1AAB,OZ,EU,7045.7,40m,IB9T,IT9,EU,CQ,22,2025-11-29 00:00:14,31,CW
OZ1AAB,OZ,EU,7008,40m,R7NW,UA,EU,CQ,25,2025-11-29 00:00:14,34,CW
N2YCH,K,NA,7007.9,40m,K0RF,K,NA,CQ,42,2025-11-29 00:00:14,29,CW
N2YCH,K,NA,7012.2,40m,F4BPO,F,EU,CQ,16,2025-11-29 00:00:14,31,CW
N2YCH,K,NA,7017.3,40m,S58M,S5,EU,CQ,29,2025-11-29 00:00:14,36,CW
TK0C-7,TK,EU,7024.9,40m,DP9A,DL,EU,CQ,23,2025-11-29 00:00:14,35,CW
TK0C-7,TK,EU,7055.8,40m,CQ9A,CT3,AF,CQ,25,2025-11-29 00:00:14,35,CW
TK0C-7,TK,EU,7054.1,40m,SP4Z,SP,EU,CQ,46,2025-11-29 00:00:14,32,CW
HA1VHF,HA,EU,7054.5,40m,B0A,BY,AS,CQ,31,2025-11-29 00:00:14,34,CW
KD7EFG,K,NA,7014.7,40m,II1X,I,EU,CQ,18,2025-11-29 00:00:14,34,CW
HB9AFZ,HB,EU,7036.2,40m,S52AW,S5,EU,CQ,23,2025-11-29 00:00:14,37,CW
HB9AFZ,HB,EU,7032.1,40m,K1RX,K,NA,CQ,16,2025-11-29 00:00:14,32,CW
HB9AFZ,HB,EU,7047.5,40m,OK1Z,OK,EU,CQ,31,2025-11-29 00:00:14,34,CW
HB9AFZ,HB,EU,7034,40m,OK1KKI,OK,EU,CQ,24,2025-11-29 00:00:14,29,CW
F6IIT,F,EU,7001.8,40m,RW4W,UA,EU,CQ,16,2025-11-29 00:00:14,36,CW
K3PA-1,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,18,2025-11-29 00:00:14,31,CW
K3PA-1,K,NA,7022.5,40m,OK1Z,OK,EU,CQ,13,2025-11-29 00:00:14,33,CW
K3PA-1,K,NA,7027,40m,DK9PY,DL,EU,CQ,19,2025-11-29 00:00:14,33,CW
K3PA-1,K,NA,7055.7,40m,CQ9A,CT3,AF,CQ,23,2025-11-29 00:00:14,39,CW
KM3T-3,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,21,2025-11-29 00:00:14,31,CW
KM3T-3,K,NA,7047.9,40m,K1BX,K,NA,CQ,9,2025-11-29 00:00:14,32,CW
KM3T-3,K,NA,7009.5,40m,IO3F,I,EU,CQ,13,2025-11-29 00:00:14,31,CW
KM3T-3,K,NA,7007.9,40m,K0RF,K,NA,CQ,22,2025-11-29 00:00:14,30,CW
KM3T-3,K,NA,7017.1,40m,HA3OU,HA,EU,CQ,19,2025-11-29 00:00:14,36,CW
KM3T-3,K,NA,7017.3,40m,S58M,S5,EU,CQ,27,2025-11-29 00:00:14,38,CW
KM3T-3,K,NA,7030.6,40m,E7DX,E7,EU,CQ,20,2025-11-29 00:00:14,39,CW
KW7MM-2,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,21,2025-11-29 00:00:14,31,CW
KW7MM-2,K,NA,7004.2,40m,W3RJ,K,NA,CQ,22,2025-11-29 00:00:14,27,CW
KW7MM-2,K,NA,7008.6,40m,KC1XX,K,NA,CQ,33,2025-11-29 00:00:14,33,CW
NN3RP,K,NA,7014.7,40m,II1X,I,EU,CQ,11,2025-11-29 00:00:14,34,CW
NN3RP,K,NA,7049.4,40m,N3RS,K,NA,CQ,9,2025-11-29 00:00:14,31,CW
NN3RP,K,NA,7007.9,40m,K0RF,K,NA,CQ,19,2025-11-29 00:00:14,30,CW
DO4DXA,DL,EU,7019,40m,RM4F,UA,EU,CQ,34,2025-11-29 00:00:14,32,CW
DO4DXA,DL,EU,7008.6,40m,KC1XX,K,NA,CQ,30,2025-11-29 00:00:14,33,CW
DO4DXA,DL,EU,7022.5,40m,OK1Z,OK,EU,CQ,24,2025-11-29 00:00:14,33,CW
3B8GL,3B8,AF,7031,40m,HA8TA,HA,EU,CQ,5,2025-11-29 00:00:14,37,CW
W6YX,K,NA,7007.9,40m,K0RF,K,NA,CQ,41,2025-11-29 00:00:14,30,CW
W6YX,K,NA,7055.7,40m,CQ9A,CT3,AF,CQ,25,2025-11-29 00:00:14,41,CW
CN3A,CN,AF,7046,40m,P3CR,5B,AS,CQ,28,2025-11-29 00:00:15,32,CW
CN3A,CN,AF,7018.3,40m,RC6U,UA,EU,CQ,44,2025-11-29 00:00:15,38,CW
DF7GB,DL,EU,7046,40m,P3CR,5B,AS,CQ,9,2025-11-29 00:00:15,33,CW
DF7GB,DL,EU,7030.6,40m,E7DX,E7,EU,CQ,29,2025-11-29 00:00:15,39,CW
DF7GB,DL,EU,7008,40m,R7NW,UA,EU,CQ,25,2025-11-29 00:00:15,33,CW
DF7GB,DL,EU,7009.5,40m,IO3F,I,EU,CQ,14,2025-11-29 00:00:15,32,CW
DF7GB,DL,EU,7056,40m,A71WW,A7,AS,CQ,22,2025-11-29 00:00:15,34,CW
KP3CW,KP4,NA,7025.1,40m,DR7X,DL,EU,CQ,12,2025-11-29 00:00:15,31,CW
KP3CW,KP4,NA,7001.6,40m,W2FU,K,NA,CQ,10,2025-11-29 00:00:15,32,CW
KP3CW,KP4,NA,7009.5,40m,IO3F,I,EU,CQ,15,2025-11-29 00:00:15,31,CW
KP3CW,KP4,NA,7007.8,40m,K0RF,K,NA,CQ,11,2025-11-29 00:00:15,30,CW
KP3CW,KP4,NA,7018.2,40m,RC6U,UA,EU,CQ,17,2025-11-29 00:00:15,39,CW
KP3CW,KP4,NA,7017.3,40m,S58M,S5,EU,CQ,25,2025-11-29 00:00:15,38,CW
KP3CW,KP4,NA,7009.3,40m,NR4M,K,NA,CQ,21,2025-11-29 00:00:15,35,CW
KW7MM-3,K,NA,7007.8,40m,K0RF,K,NA,CQ,43,2025-11-29 00:00:15,30,CW
KC4YVA,K,NA,7007.9,40m,K0RF,K,NA,CQ,7,2025-11-29 00:00:15,30,CW
N2CR,K,NA,7045.7,40m,IB9T,IT9,EU,CQ,16,2025-11-29 00:00:15,32,CW
N2CR,K,NA,7009.5,40m,IO3F,I,EU,CQ,7,2025-11-29 00:00:15,31,CW
N2CR,K,NA,7007.9,40m,K0RF,K,NA,CQ,22,2025-11-29 00:00:15,30,CW
N2CR,K,NA,7055.7,40m,CQ9A,CT3,AF,CQ,18,2025-11-29 00:00:15,38,CW
N2CR,K,NA,7017.3,40m,S58M,S5,EU,CQ,16,2025-11-29 00:00:15,36,CW
