callsign,de_pfx,de_cont,freq,band,dx,dx_pfx,dx_cont,mode,db,date,speed,tx_mode
MM0GPZ,GM,EU,7000.1,40m,ND3T,K,NA,CQ,11,2025-11-29 00:11:55,44,CW
MM0GPZ,GM,EU,7008.8,40m,IO8T,I,EU,CQ,51,2025-11-29 00:11:55,31,CW
MM0GPZ,GM,EU,7024,40m,EI7M,EI,EU,CQ,21,2025-11-29 00:11:55,29,CW
DR4W,DL,EU,7065.3,40m,N2NL,K,NA,CQ,26,2025-11-29 00:11:55,38,CW
DR4W,DL,EU,7059,40m,CR3A,CT3,AF,CQ,21,2025-11-29 00:11:55,36,CW
W6YX,K,NA,7024.2,40m,K2LE,K,NA,CQ,27,2025-11-29 00:11:55,37,CW
W6YX,K,NA,7012.4,40m,K3TS,K,NA,CQ,20,2025-11-29 00:11:55,29,CW
W6YX,K,NA,7059,40m,CR3A,CT3,AF,CQ,37,2025-11-29 00:11:55,38,CW
BG0BPZ,BY,AS,7007.8,40m,HG6N,HA,EU,CQ,11,2025-11-29 00:11:55,38,CW
BG0BPZ,BY,AS,7019.4,40m,OM7M,OM,EU,CQ,14,2025-11-29 00:11:55,34,CW
BG0BPZ,BY,AS,7041.2,40m,IO4X,I,EU,CQ,11,2025-11-29 00:11:55,35,CW
LZ5DI,LZ,EU,7006.3,40m,EA5O,EA,EU,CQ,26,2025-11-29 00:11:55,39,CW
OH4KA,OH,EU,7019.4,40m,OM7M,OM,EU,CQ,20,2025-11-29 00:11:55,35,CW
OH4KA,OH,EU,7053.7,40m,IQ3ME,I,EU,CQ,13,2025-11-29 00:11:55,28,CW
JN1ILK,JA,AS,7007.8,40m,HG6N,HA,EU,CQ,32,2025-11-29 00:11:55,38,CW
JN1ILK,JA,AS,7015.5,40m,IO4M,I,EU,CQ,10,2025-11-29 00:11:55,38,CW
SE5E,SM,EU,7009.2,40m,NR4M,K,NA,CQ,21,2025-11-29 00:11:55,36,CW
SE5E,SM,EU,7035.4,40m,CR6K,CT,EU,CQ,33,2025-11-29 00:11:55,44,CW
SE5E,SM,EU,7051.7,40m,TI5IN,TI,NA,CQ,12,2025-11-29 00:11:55,29,CW
SE5E,SM,EU,7008.8,40m,IO8T,I,EU,CQ,42,2025-11-29 00:11:55,31,CW
SE5E,SM,EU,7037.5,40m,A44A,A4,AS,CQ,37,2025-11-29 00:11:55,34,CW
KM3T-2,K,NA,7065.3,40m,N2NL,K,NA,CQ,25,2025-11-29 00:11:55,37,CW
KM3T-2,K,NA,7019.4,40m,OM7M,OM,EU,CQ,16,2025-11-29 00:11:55,35,CW
KM3T-2,K,NA,7016.3,40m,IO5O,I,EU,CQ,9,2025-11-29 00:11:55,32,CW
KM3T-2,K,NA,7007.8,40m,HG6N,HA,EU,CQ,24,2025-11-29 00:11:55,38,CW
KM3T-2,K,NA,7008.8,40m,IO8T,I,EU,CQ,22,2025-11-29 00:11:55,30,CW
KM3T-2,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,23,2025-11-29 00:11:55,32,CW
WA7LNW,K,NA,7066.1,40m,T70A,T7,EU,CQ,18,2025-11-29 00:11:55,38,CW
WA7LNW,K,NA,7047.7,40m,N9NC,K,NA,CQ,18,2025-11-29 00:11:55,35,CW
WA7LNW,K,NA,7065.3,40m,N2NL,K,NA,CQ,32,2025-11-29 00:11:55,37,CW
W3OA,K,NA,7007.8,40m,HG6N,HA,EU,CQ,21,2025-11-29 00:11:55,38,CW
W3OA,K,NA,7044.6,40m,N4WW,K,NA,CQ,23,2025-11-29 00:11:55,32,CW
W3OA,K,NA,7065.3,40m,N2NL,K,NA,CQ,31,2025-11-29 00:11:55,37,CW
W3OA,K,NA,7043.9,40m,KC1XX,K,NA,CQ,8,2025-11-29 00:11:55,38,CW
F6IIT,F,EU,7009.5,40m,UT2UB,UR,EU,CQ,18,2025-11-29 00:11:55,33,CW
F6IIT,F,EU,7047.6,40m,N9NC,K,NA,CQ,39,2025-11-29 00:11:55,37,CW
F6IIT,F,EU,7067.6,40m,TF3EO,TF,EU,CQ,38,2025-11-29 00:11:55,29,CW
F6IIT,F,EU,7052.1,40m,M6N,G,EU,CQ,20,2025-11-29 00:11:55,26,CW
WV4P,K,NA,7006.3,40m,EA5O,EA,EU,CQ,35,2025-11-29 00:11:55,40,CW
WV4P,K,NA,7047.7,40m,N9NC,K,NA,CQ,27,2025-11-29 00:11:55,35,CW
WV4P,K,NA,7065.3,40m,N2NL,K,NA,CQ,33,2025-11-29 00:11:55,37,CW
WV4P,K,NA,7048.3,40m,ED7W,EA,EU,CQ,34,2025-11-29 00:11:55,43,CW
GX0FRE,G,EU,7021.7,40m,DF8IT,DL,EU,CQ,4,2025-11-29 00:11:55,31,CW
GX0FRE,G,EU,7008.8,40m,IO8T,I,EU,CQ,44,2025-11-29 00:11:55,31,CW
GX0FRE,G,EU,7006.3,40m,EA5O,EA,EU,CQ,7,2025-11-29 00:11:55,34,CW
NN3RP,K,NA,7035.5,40m,CR6K,CT,EU,CQ,17,2025-11-29 00:11:56,42,CW
NN3RP,K,NA,7065.3,40m,N2NL,K,NA,CQ,24,2025-11-29 00:11:56,38,CW
AC0C-1,K,NA,7065.3,40m,N2NL,K,NA,CQ,37,2025-11-29 00:11:56,38,CW
AC0C-1,K,NA,7048.2,40m,ED7W,EA,EU,CQ,26,2025-11-29 00:11:56,43,CW
AC0C-1,K,NA,7047.7,40m,N9NC,K,NA,CQ,24,2025-11-29 00:11:56,36,CW
AC0C-1,K,NA,7016.7,40m,NA8V,K,NA,CQ,33,2025-11-29 00:11:56,35,CW
EA2CW,EA,EU,7027.1,40m,SM2U,SM,EU,CQ,4,2025-11-29 00:11:56,30,CW
EA2CW,EA,EU,7019.4,40m,OM7M,OM,EU,CQ,19,2025-11-29 00:11:56,35,CW
SZ1A,SV,EU,7007.8,40m,HG6N,HA,EU,CQ,33,2025-11-29 00:11:56,39,CW
SZ1A,SV,EU,7006.3,40m,EA5O,EA,EU,CQ,22,2025-11-29 00:11:56,39,CW
SM0HRP/A,SM,EU,7035.4,40m,CR6K,CT,EU,CQ,28,2025-11-29 00:11:56,41,CW
SM0HRP/A,SM,EU,7042.7,40m,RT6A,UA,EU,CQ,58,2025-11-29 00:11:56,39,CW
SM0HRP/A,SM,EU,7014.9,40m,YT9X,YU,EU,CQ,35,2025-11-29 00:11:56,34,CW
DF7GB,DL,EU,7048.2,40m,ED7W,EA,EU,CQ,20,2025-11-29 00:11:56,44,CW
DF7GB,DL,EU,7035.2,40m,YU5A,YU,EU,CQ,16,2025-11-29 00:11:56,39,CW
DF7GB,DL,EU,7047.7,40m,N9NC,K,NA,CQ,22,2025-11-29 00:11:56,37,CW
DF7GB,DL,EU,7033.1,40m,RL3A,UA,EU,CQ,25,2025-11-29 00:11:56,37,CW
HG8A,HA,EU,7065.3,40m,N2NL,K,NA,CQ,15,2025-11-29 00:11:56,38,CW
HG8A,HA,EU,7006.3,40m,EA5O,EA,EU,CQ,24,2025-11-29 00:11:56,39,CW
HG8A,HA,EU,7047.7,40m,N9NC,K,NA,CQ,29,2025-11-29 00:11:56,37,CW
AA0O,K,NA,7030.8,40m,NN7CW,K,NA,CQ,10,2025-11-29 00:11:56,35,CW
AA0O,K,NA,7007.8,40m,HG6N,HA,EU,CQ,12,2025-11-29 00:11:56,38,CW
S53A,S5,EU,7045,40m,EA5KM,EA,EU,CQ,40,2025-11-29 00:11:56,30,CW
S53A,S5,EU,7065.3,40m,N2NL,K,NA,CQ,20,2025-11-29 00:11:56,37,CW
RK3TD-2,UA,EU,7026,40m,4Z5LA,4X,AS,CQ,4,2025-11-29 00:11:56,34,CW
RK3TD-2,UA,EU,7019.4,40m,OM7M,OM,EU,CQ,35,2025-11-29 00:11:56,34,CW
RK3TD-2,UA,EU,7014.9,40m,YT9X,YU,EU,CQ,20,2025-11-29 00:11:56,33,CW
N2YCH,K,NA,7006.3,40m,EA5O,EA,EU,CQ,39,2025-11-29 00:11:56,38,CW
OK2ZAW,OK,EU,7059,40m,CR3A,CT3,AF,CQ,11,2025-11-29 00:11:56,37,CW
OK2ZAW,OK,EU,7045,40m,EA5KM,EA,EU,CQ,25,2025-11-29 00:11:56,30,CW
OK2ZAW,OK,EU,7065.3,40m,N2NL,K,NA,CQ,10,2025-11-29 00:11:56,38,CW
OK2ZAW,OK,EU,7078.3,40m,VY2TT,VE,NA,CQ,22,2025-11-29 00:11:56,35,CW
TK0C,TK,EU,7028.8,40m,IP8R,I,EU,CQ,23,2025-11-29 00:11:56,38,CW
G4IRN,G,EU,7007.8,40m,HG6N,HA,EU,CQ,25,2025-11-29 00:11:56,39,CW
G4IRN,G,EU,7008.8,40m,IO8T,I,EU,CQ,45,2025-11-29 00:11:56,30,CW
G4IRN,G,EU,7054.3,40m,N2AA,K,NA,CQ,14,2025-11-29 00:11:56,33,CW
G4IRN,G,EU,7065.3,40m,N2NL,K,NA,CQ,17,2025-11-29 00:11:56,37,CW
WE9V,K,NA,7019.4,40m,OM7M,OM,EU,CQ,15,2025-11-29 00:11:57,35,CW
WE9V,K,NA,7048.2,40m,ED7W,EA,EU,CQ,31,2025-11-29 00:11:57,41,CW
WE9V,K,NA,7015.5,40m,IO4M,I,EU,CQ,36,2025-11-29 00:11:57,37,CW
WE9V,K,NA,7004.6,40m,WY3A,K,NA,CQ,33,2025-11-29 00:11:57,34,CW
WE9V,K,NA,7078.2,40m,VY2TT,VE,NA,CQ,25,2025-11-29 00:11:57,37,CW
WE9V,K,NA,7047.6,40m,N9NC,K,NA,CQ,21,2025-11-29 00:11:57,36,CW
WE9V,K,NA,7023,40m,YT1A,YU,EU,CQ,18,2025-11-29 00:11:57,40,CW
HA1VHF,HA,EU,7016,40m,IO5O,I,EU,CQ,19,2025-11-29 00:11:57,30,CW
NU4F,K,NA,7008.8,40m,IO8T,I,EU,CQ,30,2025-11-29 00:11:57,30,CW
NU4F,K,NA,7006.3,40m,EA5O,EA,EU,CQ,24,2025-11-29 00:11:57,40,CW
NU4F,K,NA,7078.3,40m,VY2TT,VE,NA,CQ,22,2025-11-29 00:11:57,36,CW
NU4F,K,NA,7047.7,40m,N9NC,K,NA,CQ,21,2025-11-29 00:11:57,36,CW
NU4F,K,NA,7019.4,40m,OM7M,OM,EU,CQ,28,2025-11-29 00:11:57,33,CW
VU2OY,VU,AS,7019.4,40m,OM7M,OM,EU,CQ,16,2025-11-29 00:11:57,34,CW
VU2OY,VU,AS,7015.6,40m,IO4M,I,EU,CQ,15,2025-11-29 00:11:57,37,CW
LZ4UX,LZ,EU,7035.4,40m,K2NV,K,NA,CQ,16,2025-11-29 00:11:57,38,CW
KC4YVA,K,NA,7019.4,40m,OM7M,OM,EU,CQ,6,2025-11-29 00:11:57,35,CW
YU1EW,YU,EU,7027.4,40m,ES9C,ES,EU,CQ,17,2025-11-29 00:11:57,36,CW
YU1EW,YU,EU,7065.2,40m,N2NL,K,NA,CQ,9,2025-11-29 00:11:57,38,CW
YU1EW,YU,EU,7032.9,40m,RL3A,UA,EU,CQ,23,2025-11-29 00:11:57,36,CW
OZ1BZS,OZ,EU,7008.8,40m,IO8T,I,EU,CQ,18,2025-11-29 00:11:57,30,CW
IK7YTT,I,EU,7065.3,40m,N2NL,K,NA,CQ,11,2025-11-29 00:11:57,38,CW
IK7YTT,I,EU,7006.3,40m,EA5O,EA,EU,CQ,9,2025-11-29 00:11:57,37,CW
DM5GG,DL,EU,7021.5,40m,OZ5W,OZ,EU,CQ,15,2025-11-29 00:11:57,27,CW
DM5GG,DL,EU,7065.3,40m,N2NL,K,NA,CQ,16,2025-11-29 00:11:57,37,CW
DM5GG,DL,EU,7006.3,40m,EA5O,EA,EU,CQ,23,2025-11-29 00:11:57,36,CW
DM5GG,DL,EU,7021.3,40m,N3RD,K,NA,CQ,20,2025-11-29 00:11:57,30,CW
DM5GG,DL,EU,7023,40m,YT1T,YU,EU,CQ,16,2025-11-29 00:11:57,36,CW
N9CO,K,NA,7056.5,40m,KL7NL,K,NA,CQ,8,2025-11-29 00:11:57,21,CW
N9CO,K,NA,7078.3,40m,VY2TT,VE,NA,CQ,16,2025-11-29 00:11:57,37,CW
N9CO,K,NA,7057.5,40m,IP2A,I,EU,CQ,16,2025-11-29 00:11:57,32,CW
K4PP,K,NA,7007.8,40m,HG6N,HA,EU,CQ,28,2025-11-29 00:11:57,38,CW
K4PP,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,27,2025-11-29 00:11:57,28,CW
K4PP,K,NA,7006.3,40m,EA5O,EA,EU,CQ,31,2025-11-29 00:11:57,38,CW
N2CR,K,NA,7048.3,40m,ED7W,EA,EU,CQ,23,2025-11-29 00:11:57,44,CW
N2CR,K,NA,7047.7,40m,N9NC,K,NA,CQ,23,2025-11-29 00:11:57,35,CW
N2CR,K,NA,7053.3,40m,KC1WZQ,K,NA,CQ,9,2025-11-29 00:11:57,30,CW
N2CR,K,NA,7021.3,40m,N3RD,K,NA,CQ,13,2025-11-29 00:11:57,29,CW
N2CR,K,NA,7052.1,40m,M6N,G,EU,CQ,6,2025-11-29 00:11:57,29,CW
N2CR,K,NA,7019.4,40m,OM7M,OM,EU,CQ,20,2025-11-29 00:11:57,35,CW
EY8ZE,EY,AS,7033.3,40m,SN7Q,SP,EU,CQ,7,2025-11-29 00:11:57,29,CW
EY8ZE,EY,AS,7039,40m,9A4V,9A,EU,CQ,10,2025-11-29 00:11:57,35,CW
EY8ZE,EY,AS,7027.5,40m,ES9C,ES,EU,CQ,12,2025-11-29 00:11:57,37,CW
EY8ZE,EY,AS,7028.5,40m,9A1A,9A,EU,CQ,14,2025-11-29 00:11:57,40,CW
EY8ZE,EY,AS,7019.4,40m,OM7M,OM,EU,CQ,14,2025-11-29 00:11:57,35,CW
CN3A,CN,AF,7008.9,40m,IO8T,I,EU,CQ,41,2025-11-29 00:11:57,31,CW
CN3A,CN,AF,7049.4,40m,N3RS,K,NA,CQ,43,2025-11-29 00:11:57,32,CW
CN3A,CN,AF,7053.8,40m,IQ3ME,I,EU,CQ,37,2025-11-29 00:11:57,29,CW
CN3A,CN,AF,7004.6,40m,WY3A,K,NA,CQ,33,2025-11-29 00:11:57,31,CW
CN3A,CN,AF,7027.6,40m,ES9C,ES,EU,CQ,34,2025-11-29 00:11:57,37,CW
CN3A,CN,AF,7006.4,40m,EA5O,EA,EU,CQ,32,2025-11-29 00:11:57,39,CW
CN3A,CN,AF,7019.4,40m,OM7M,OM,EU,CQ,30,2025-11-29 00:11:57,35,CW
K7CO,K,NA,7065.3,40m,N2NL,K,NA,CQ,22,2025-11-29 00:11:58,38,CW
DK9IP,DL,EU,7047.7,40m,N9NC,K,NA,CQ,14,2025-11-29 00:11:58,37,CW
DK9IP,DL,EU,7078.3,40m,VY2TT,VE,NA,CQ,28,2025-11-29 00:11:58,37,CW
PY2KNK,PY,SA,7057.6,40m,IP2A,I,EU,CQ,14,2025-11-29 00:11:58,33,CW
KW7MM-3,K,NA,7007.8,40m,HG6N,HA,EU,CQ,27,2025-11-29 00:11:58,39,CW
KW7MM-3,K,NA,7065.3,40m,N2NL,K,NA,CQ,24,2025-11-29 00:11:58,37,CW
KW7MM-3,K,NA,7030.8,40m,NN7CW,K,NA,CQ,41,2025-11-29 00:11:58,34,CW
KW7MM-3,K,NA,7048.2,40m,ED7W,EA,EU,CQ,28,2025-11-29 00:11:58,39,CW
KW7MM-3,K,NA,7028.5,40m,9A1A,9A,EU,CQ,33,2025-11-29 00:11:58,31,CW
KW7MM-2,K,NA,7047.7,40m,N9NC,K,NA,CQ,20,2025-11-29 00:11:58,36,CW
KW7MM-2,K,NA,7065.3,40m,N2NL,K,NA,CQ,26,2025-11-29 00:11:58,38,CW
KW7MM-2,K,NA,7059,40m,ZF5T,ZF,NA,CQ,40,2025-11-29 00:11:58,38,CW
VE3EID,VE,NA,7007.8,40m,HG6N,HA,EU,CQ,31,2025-11-29 00:11:58,39,CW
VE3EID,VE,NA,7056.5,40m,KL7NL,K,NA,CQ,26,2025-11-29 00:11:58,21,CW
VE3EID,VE,NA,7027,40m,DK9PY,DL,EU,CQ,29,2025-11-29 00:11:58,37,CW
DL1HWS,DL,EU,7027.5,40m,ES9C,ES,EU,CQ,17,2025-11-29 00:11:58,31,CW
W8WWV,K,NA,7047.7,40m,N9NC,K,NA,CQ,24,2025-11-29 00:11:58,37,CW
W8WWV,K,NA,7008.8,40m,IO8T,I,EU,CQ,25,2025-11-29 00:11:58,30,CW
W8WWV,K,NA,7048.2,40m,ED7W,EA,EU,CQ,37,2025-11-29 00:11:58,43,CW
W8WWV,K,NA,7006.3,40m,EA5O,EA,EU,CQ,39,2025-11-29 00:11:58,40,CW
W8WWV,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,28,2025-11-29 00:11:58,29,CW
KV4TT,K,NA,7047.7,40m,N9NC,K,NA,CQ,33,2025-11-29 00:11:58,36,CW
KV4TT,K,NA,7008.8,40m,IO8T,I,EU,CQ,30,2025-11-29 00:11:58,31,CW
KV4TT,K,NA,7078.3,40m,VY2TT,VE,NA,CQ,26,2025-11-29 00:11:58,36,CW
KV4TT,K,NA,7045,40m,EA5KM,EA,EU,CQ,31,2025-11-29 00:11:58,30,CW
OH2BBT,OH,EU,7007.7,40m,HG6N,HA,EU,CQ,22,2025-11-29 00:11:58,38,CW
OH2BBT,OH,EU,7008.7,40m,IO8T,I,EU,CQ,40,2025-11-29 00:11:58,30,CW
OH2BBT,OH,EU,7058.9,40m,CR3A,CT3,AF,CQ,23,2025-11-29 00:11:58,38,CW
OH2BBT,OH,EU,7006.2,40m,EA5O,EA,EU,CQ,17,2025-11-29 00:11:58,39,CW
OH2BBT,OH,EU,7003.6,40m,MM9I,GM,EU,CQ,16,2025-11-29 00:11:58,31,CW
OH2BBT,OH,EU,7021.2,40m,N3RD,K,NA,CQ,19,2025-11-29 00:11:58,30,CW
OH2BBT,OH,EU,7013.2,40m,E7AA,E7,EU,CQ,33,2025-11-29 00:11:58,37,CW
HB9TSU,HB,EU,7043.7,40m,EA5O,EA,EU,CQ,10,2025-11-29 00:11:59,39,CW
HB9TSU,HB,EU,7019.2,40m,NN7CW,K,NA,CQ,20,2025-11-29 00:11:59,34,CW
DM6EE,DL,EU,7033.1,40m,RL3A,UA,EU,CQ,28,2025-11-29 00:11:59,37,CW
DM6EE,DL,EU,7036.5,40m,IB9R,IT9,EU,CQ,25,2025-11-29 00:11:59,32,CW
F6KGL,F,EU,7065.3,40m,N2NL,K,NA,CQ,3,2025-11-29 00:11:59,39,CW
F6KGL,F,EU,7008.7,40m,HA7RY,HA,EU,CQ,8,2025-11-29 00:11:59,34,CW
K1RA,K,NA,7048.2,40m,ED7W,EA,EU,CQ,39,2025-11-29 00:11:59,39,CW
K1RA,K,NA,7006.3,40m,EA5O,EA,EU,CQ,36,2025-11-29 00:11:59,38,CW
K1RA,K,NA,7007.8,40m,HG6N,HA,EU,CQ,29,2025-11-29 00:11:59,36,CW
K1RA,K,NA,7047.7,40m,N9NC,K,NA,CQ,38,2025-11-29 00:11:59,37,CW
LB9KJ,LA,EU,7008.8,40m,IO8T,I,EU,CQ,28,2025-11-29 00:11:59,31,CW
LB9KJ,LA,EU,7054.3,40m,N2AA,K,NA,CQ,9,2025-11-29 00:11:59,34,CW
LB9KJ,LA,EU,7030.8,40m,NN7CW,K,NA,CQ,8,2025-11-29 00:11:59,35,CW
LB9KJ,LA,EU,7001.8,40m,RW4W,UA,EU,CQ,9,2025-11-29 00:11:59,40,CW
CT1EYQ,CT,EU,7008.8,40m,IO8T,I,EU,CQ,28,2025-11-29 00:11:59,31,CW
CT1EYQ,CT,EU,7054.3,40m,N2AA,K,NA,CQ,22,2025-11-29 00:11:59,30,CW
CT1EYQ,CT,EU,7078.3,40m,VY2TT,VE,NA,CQ,29,2025-11-29 00:11:59,37,CW
ES2RR,ES,EU,7008.8,40m,IO8T,I,EU,CQ,40,2025-11-29 00:11:59,31,CW
KM3T-3,K,NA,7048.2,40m,ED7W,EA,EU,CQ,25,2025-11-29 00:11:59,43,CW
KM3T-3,K,NA,7008.8,40m,IO8T,I,EU,CQ,25,2025-11-29 00:11:59,30,CW
KM3T-3,K,NA,7006.3,40m,EA5O,EA,EU,CQ,25,2025-11-29 00:11:59,40,CW
KM3T-3,K,NA,7007.8,40m,HG6N,HA,EU,CQ,22,2025-11-29 00:11:59,39,CW
K9LC,K,NA,7047.7,40m,N9NC,K,NA,CQ,25,2025-11-29 00:11:59,36,CW
K9LC,K,NA,7065.3,40m,N2NL,K,NA,CQ,37,2025-11-29 00:11:59,37,CW
BG2TFW,BY,AS,7033.3,40m,SN7Q,SP,EU,CQ,3,2025-11-29 00:11:59,34,CW
DE1LON,DL,EU,7065.3,40m,N2NL,K,NA,CQ,13,2025-11-29 00:11:59,38,CW
DE1LON,DL,EU,7053,40m,CO2JT,CM,NA,CQ,5,2025-11-29 00:11:59,28,CW
DL0LA,DL,EU,7017,40m,P3X,5B,AS,CQ,7,2025-11-29 00:11:59,35,CW
DL9GTB,DL,EU,7014.7,40m,II1X,I,EU,CQ,17,2025-11-29 00:11:59,34,CW
DL9GTB,DL,EU,7016,40m,IO5O,I,EU,CQ,21,2025-11-29 00:11:59,33,CW
DL9GTB,DL,EU,7033.8,40m,CR3W,CT3,AF,CQ,29,2025-11-29 00:11:59,32,CW
YO5LD,YO,EU,7045,40m,EA5KM,EA,EU,CQ,36,2025-11-29 00:12:00,31,CW
YO5LD,YO,EU,7037.5,40m,A44A,A4,AS,CQ,24,2025-11-29 00:12:00,35,CW
YO5LD,YO,EU,7006.3,40m,EA5O,EA,EU,CQ,18,2025-11-29 00:12:00,39,CW
YO5LD,YO,EU,7014.9,40m,YT9X,YU,EU,CQ,18,2025-11-29 00:12:00,34,CW
YO5LD,YO,EU,7019.4,40m,OM7M,OM,EU,CQ,21,2025-11-29 00:12:00,35,CW
YO5LD,YO,EU,7046,40m,3B9KW,3B9,AF,CQ,6,2025-11-29 00:12:00,33,CW
YO5LD,YO,EU,7036.5,40m,IB9R,IT9,EU,CQ,18,2025-11-29 00:12:00,32,CW
YO5LD,YO,EU,7033.3,40m,SN7Q,SP,EU,CQ,26,2025-11-29 00:12:00,34,CW
YO5LD,YO,EU,7007.8,40m,HG6N,HA,EU,CQ,15,2025-11-29 00:12:00,38,CW
YO5LD,YO,EU,7001.8,40m,RW4W,UA,EU,CQ,6,2025-11-29 00:12:00,37,CW
YO5LD,YO,EU,7025.7,40m,RK3IR,UA,EU,CQ,31,2025-11-29 00:12:00,36,CW
K9IMM,K,NA,7064,40m,V47T,V4,NA,CQ,22,2025-11-29 00:12:00,34,CW
K9IMM,K,NA,7028.5,40m,9A1A,9A,EU,CQ,32,2025-11-29 00:12:00,40,CW
K9IMM,K,NA,7065.3,40m,N2NL,K,NA,CQ,27,2025-11-29 00:12:00,37,CW
K9IMM,K,NA,7031.6,40m,SP8R,SP,EU,CQ,13,2025-11-29 00:12:00,32,CW
OK1HRA,OK,EU,7065.3,40m,N2NL,K,NA,CQ,21,2025-11-29 00:12:00,37,CW
OK1HRA,OK,EU,7061.5,40m,KP2/PF0X,KP2,NA,CQ,13,2025-11-29 00:12:00,26,CW
EA2RCF-4,EA,EU,7019.4,40m,OM7M,OM,EU,CQ,24,2025-11-29 00:12:00,35,CW
EA2RCF-4,EA,EU,7027.1,40m,SM2U,SM,EU,CQ,7,2025-11-29 00:12:00,30,CW
ND7K,K,NA,7047.7,40m,N9NC,K,NA,CQ,24,2025-11-29 00:12:00,37,CW
ND7K,K,NA,7016.7,40m,NA8V,K,NA,CQ,32,2025-11-29 00:12:00,33,CW
ND7K,K,NA,7030.8,40m,NN7CW,K,NA,CQ,38,2025-11-29 00:12:00,34,CW
ND7K,K,NA,7039,40m,9A4V,9A,EU,CQ,24,2025-11-29 00:12:00,35,CW
ND7K,K,NA,7078.3,40m,VY2TT,VE,NA,CQ,26,2025-11-29 00:12:00,34,CW
ND7K,K,NA,7045,40m,EA5KM,EA,EU,CQ,20,2025-11-29 00:12:00,29,CW
SQ5J,SP,EU,7006.4,40m,EA5O,EA,EU,CQ,16,2025-11-29 00:12:00,40,CW
K3PA-1,K,NA,7000.1,40m,ND3T,K,NA,CQ,24,2025-11-29 00:12:01,41,CW
K3PA-1,K,NA,7015.5,40m,IO4M,I,EU,CQ,31,2025-11-29 00:12:01,37,CW
K3PA-1,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,25,2025-11-29 00:12:01,31,CW
K3PA-1,K,NA,7019.4,40m,OM7M,OM,EU,CQ,16,2025-11-29 00:12:01,35,CW
K3PA-1,K,NA,7047.7,40m,N9NC,K,NA,CQ,32,2025-11-29 00:12:01,37,CW
K3PA-1,K,NA,7048.2,40m,ED7W,EA,EU,CQ,24,2025-11-29 00:12:01,44,CW
NU4F-2,K,NA,7019.4,40m,OM7M,OM,EU,CQ,22,2025-11-29 00:12:01,33,CW
NU4F-2,K,NA,7023.7,40m,OK7O,OK,EU,CQ,19,2025-11-29 00:12:01,32,CW
NU4F-2,K,NA,7049,40m,EA1X,EA,EU,CQ,16,2025-11-29 00:12:01,39,CW
3V/KF5EYY,3V,AF,7047.6,40m,N9NC,K,NA,CQ,13,2025-11-29 00:12:01,35,CW
3V/KF5EYY,3V,AF,7065.3,40m,N2NL,K,NA,CQ,23,2025-11-29 00:12:01,38,CW
3V/KF5EYY,3V,AF,7016.7,40m,NA8V,K,NA,CQ,25,2025-11-29 00:12:01,32,CW
3V/KF5EYY,3V,AF,7033,40m,RL3A,UA,EU,CQ,16,2025-11-29 00:12:01,37,CW
3V/KF5EYY,3V,AF,7053.1,40m,CO2RTD,CM,NA,CQ,13,2025-11-29 00:12:01,28,CW
V51YJ,V5,AF,7028.2,40m,HG7T,HA,EU,CQ,9,2025-11-29 00:12:01,34,CW
DF2CK,DL,EU,7006.6,40m,TK0C,TK,EU,CQ,16,2025-11-29 00:12:01,34,CW
M1GEO,G,EU,7008.8,40m,IO8T,I,EU,CQ,46,2025-11-29 00:12:01,30,CW
M1GEO,G,EU,7030.8,40m,NN7CW,K,NA,CQ,17,2025-11-29 00:12:01,35,CW
SM7IUN,SM,EU,7008.8,40m,IO8T,I,EU,CQ,44,2025-11-29 00:12:01,31,CW
SM7IUN,SM,EU,7006.3,40m,EA5O,EA,EU,CQ,24,2025-11-29 00:12:01,37,CW
E28AC,HS,AS,7028.5,40m,9A1A,9A,EU,CQ,12,2025-11-29 00:12:01,40,CW
E28AC,HS,AS,7014.9,40m,YT9X,YU,EU,CQ,8,2025-11-29 00:12:01,34,CW
E28AC,HS,AS,7019.4,40m,OM7M,OM,EU,CQ,16,2025-11-29 00:12:01,36,CW
TK0C-5,TK,EU,7030.8,40m,NN7CW,K,NA,CQ,44,2025-11-29 00:12:01,33,CW
HB9GVO,HB,EU,7017.2,40m,HA3OU,HA,EU,CQ,12,2025-11-29 00:12:01,39,CW
HB9GVO,HB,EU,7012.7,40m,HA7I,HA,EU,CQ,17,2025-11-29 00:12:01,33,CW
K2PO/7,K,NA,7024.2,40m,K2LE,K,NA,CQ,28,2025-11-29 00:12:01,37,CW
KW7MM,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,18,2025-11-29 00:12:01,34,CW
W4KAZ,K,NA,7047.6,40m,N9NC,K,NA,CQ,12,2025-11-29 00:12:01,36,CW
F6KOP,F,EU,7030.5,40m,F6KZP,F,EU,CQ,16,2025-11-29 00:12:01,28,CW
PA5KT-4,PA,EU,7044.7,40m,N4WW,K,NA,CQ,27,2025-11-29 00:12:01,33,CW
PA5KT-4,PA,EU,7048,40m,9A7RR,9A,EU,CQ,20,2025-11-29 00:12:01,32,CW
